"scenario","year","biomass","species"
"RCP 4.5",2100,0.09935769,"Phytoplankton"
"RCP 8.5",2100,0.0424005,"Phytoplankton"
"Status quo",2100,217.8499,"Digenea simplex"
"RCP 2.6",2100,214.2426,"Digenea simplex"
"RCP 4.5",2100,177.6717,"Digenea simplex"
"RCP 8.5",2100,90.19958,"Digenea simplex"
"Status quo",2100,865.8145,"Other algal turf"
"RCP 2.6",2100,856.2796,"Other algal turf"
"RCP 4.5",2100,788.5618,"Other algal turf"
"RCP 8.5",2100,479.1168,"Other algal turf"
"Status quo",2100,0.02785445,"Sea birds"
"RCP 2.6",2100,0.03463579,"Sea birds"
"RCP 4.5",2100,0.01822219,"Sea birds"
"RCP 8.5",2100,2.33553e-10,"Sea birds"
"Status quo",2100,0.06202974,"Turtles"
"RCP 2.6",2100,0.06158097,"Turtles"
"RCP 4.5",2100,0.04995981,"Turtles"
"RCP 8.5",2100,4.955147e-05,"Turtles"
"Status quo",2100,0.1313623,"Cephalopoda"
"RCP 2.6",2100,0.3994822,"Cephalopoda"
"RCP 4.5",2100,0.104603,"Cephalopoda"
"RCP 8.5",2100,3.10676e-14,"Cephalopoda"
"Status quo",2100,3.140868,"Panulirus spp."
"RCP 2.6",2100,4.298668,"Panulirus spp."
"RCP 4.5",2100,0.34005,"Panulirus spp."
"RCP 8.5",2100,6.528718e-17,"Panulirus spp."
"Status quo",2100,11.67778,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.18611,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.54724,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.703273,"Benthic macroinvertebrates"
"Status quo",2100,26.69339,"Benthic microinvertebrates"
"RCP 2.6",2100,23.39425,"Benthic microinvertebrates"
"RCP 4.5",2100,18.0704,"Benthic microinvertebrates"
"RCP 8.5",2100,4.204566,"Benthic microinvertebrates"
"Status quo",2100,0.6577373,"Siderastrea stellata"
"RCP 2.6",2100,0.5596611,"Siderastrea stellata"
"RCP 4.5",2100,0.2597138,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.199368,"Zooplankton"
"RCP 2.6",2100,0.3157903,"Zooplankton"
"RCP 4.5",2100,0.3454432,"Zooplankton"
"RCP 8.5",2100,0.5350317,"Zooplankton"
"Status quo",2100,0.1210205,"Phytoplankton"
"RCP 2.6",2100,0.1136071,"Phytoplankton"
"RCP 4.5",2100,0.09448796,"Phytoplankton"
"RCP 8.5",2100,0.04667344,"Phytoplankton"
"Status quo",2100,230.8964,"Digenea simplex"
"RCP 2.6",2100,203.8671,"Digenea simplex"
"RCP 4.5",2100,181.8413,"Digenea simplex"
"RCP 8.5",2100,99.76849,"Digenea simplex"
"Status quo",2100,786.8139,"Other algal turf"
"RCP 2.6",2100,765.7892,"Other algal turf"
"RCP 4.5",2100,774.2269,"Other algal turf"
"RCP 8.5",2100,524.6692,"Other algal turf"
"Status quo",2100,0.0268025,"Sea birds"
"RCP 2.6",2100,0.03929367,"Sea birds"
"RCP 4.5",2100,0.02421628,"Sea birds"
"RCP 8.5",2100,0.002126019,"Sea birds"
"Status quo",2100,0.07031469,"Turtles"
"RCP 2.6",2100,0.05908192,"Turtles"
"RCP 4.5",2100,0.03208472,"Turtles"
"RCP 8.5",2100,0.0002593372,"Turtles"
"Status quo",2100,0.3500433,"Cephalopoda"
"RCP 2.6",2100,0.2147074,"Cephalopoda"
"RCP 4.5",2100,0.09651559,"Cephalopoda"
"RCP 8.5",2100,1.595735e-13,"Cephalopoda"
"Status quo",2100,2.966959,"Panulirus spp."
"RCP 2.6",2100,2.972268,"Panulirus spp."
"RCP 4.5",2100,0.1742516,"Panulirus spp."
"RCP 8.5",2100,2.24538e-09,"Panulirus spp."
"Status quo",2100,15.19565,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.8897,"Benthic macroinvertebrates"
"RCP 4.5",2100,17.59017,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.887836,"Benthic macroinvertebrates"
"Status quo",2100,26.38022,"Benthic microinvertebrates"
"RCP 2.6",2100,24.66091,"Benthic microinvertebrates"
"RCP 4.5",2100,22.75742,"Benthic microinvertebrates"
"RCP 8.5",2100,12.99094,"Benthic microinvertebrates"
"Status quo",2100,0.693706,"Siderastrea stellata"
"RCP 2.6",2100,0.7149921,"Siderastrea stellata"
"RCP 4.5",2100,0.3618013,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1768987,"Zooplankton"
"RCP 2.6",2100,0.271342,"Zooplankton"
"RCP 4.5",2100,0.3390593,"Zooplankton"
"RCP 8.5",2100,0.4296858,"Zooplankton"
"Status quo",2100,0.1249215,"Phytoplankton"
"RCP 2.6",2100,0.1159319,"Phytoplankton"
"RCP 4.5",2100,0.09601399,"Phytoplankton"
"RCP 8.5",2100,0.05090545,"Phytoplankton"
"Status quo",2100,231.1443,"Digenea simplex"
"RCP 2.6",2100,203.2005,"Digenea simplex"
"RCP 4.5",2100,179.8594,"Digenea simplex"
"RCP 8.5",2100,95.03518,"Digenea simplex"
"Status quo",2100,787.3833,"Other algal turf"
"RCP 2.6",2100,791.8233,"Other algal turf"
"RCP 4.5",2100,820.7322,"Other algal turf"
"RCP 8.5",2100,528.0164,"Other algal turf"
"Status quo",2100,0.02952328,"Sea birds"
"RCP 2.6",2100,0.03003046,"Sea birds"
"RCP 4.5",2100,0.03213789,"Sea birds"
"RCP 8.5",2100,0.003015819,"Sea birds"
"Status quo",2100,0.08733261,"Turtles"
"RCP 2.6",2100,0.070273,"Turtles"
"RCP 4.5",2100,0.04004452,"Turtles"
"RCP 8.5",2100,0.0004982809,"Turtles"
"Status quo",2100,0.3154285,"Cephalopoda"
"RCP 2.6",2100,0.191959,"Cephalopoda"
"RCP 4.5",2100,0.02394872,"Cephalopoda"
"RCP 8.5",2100,2.622512e-13,"Cephalopoda"
"Status quo",2100,4.946116,"Panulirus spp."
"RCP 2.6",2100,1.83035,"Panulirus spp."
"RCP 4.5",2100,0.0645079,"Panulirus spp."
"RCP 8.5",2100,3.388309e-17,"Panulirus spp."
"Status quo",2100,20.25605,"Benthic macroinvertebrates"
"RCP 2.6",2100,13.55489,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.84821,"Benthic macroinvertebrates"
"RCP 8.5",2100,10.16342,"Benthic macroinvertebrates"
"Status quo",2100,25.56067,"Benthic microinvertebrates"
"RCP 2.6",2100,25.68235,"Benthic microinvertebrates"
"RCP 4.5",2100,15.46665,"Benthic microinvertebrates"
"RCP 8.5",2100,0.001480868,"Benthic microinvertebrates"
"Status quo",2100,0.6102179,"Siderastrea stellata"
"RCP 2.6",2100,0.5677475,"Siderastrea stellata"
"RCP 4.5",2100,0.2423947,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1697887,"Zooplankton"
"RCP 2.6",2100,0.28072,"Zooplankton"
"RCP 4.5",2100,0.2959242,"Zooplankton"
"RCP 8.5",2100,0.6565562,"Zooplankton"
"Status quo",2100,0.118996,"Phytoplankton"
"RCP 2.6",2100,0.1095522,"Phytoplankton"
"RCP 4.5",2100,0.09225482,"Phytoplankton"
"RCP 8.5",2100,0.04479611,"Phytoplankton"
"Status quo",2100,201.6991,"Digenea simplex"
"RCP 2.6",2100,199.3401,"Digenea simplex"
"RCP 4.5",2100,187.5055,"Digenea simplex"
"RCP 8.5",2100,90.95139,"Digenea simplex"
"Status quo",2100,821.8047,"Other algal turf"
"RCP 2.6",2100,764.9478,"Other algal turf"
"RCP 4.5",2100,753.0989,"Other algal turf"
"RCP 8.5",2100,527.9745,"Other algal turf"
"Status quo",2100,0.02214698,"Sea birds"
"RCP 2.6",2100,0.01805704,"Sea birds"
"RCP 4.5",2100,0.03718643,"Sea birds"
"RCP 8.5",2100,0.002864459,"Sea birds"
"Status quo",2100,0.08112007,"Turtles"
"RCP 2.6",2100,0.07456232,"Turtles"
"RCP 4.5",2100,0.04551692,"Turtles"
"RCP 8.5",2100,0.0006327747,"Turtles"
"Status quo",2100,0.2036561,"Cephalopoda"
"RCP 2.6",2100,0.1608927,"Cephalopoda"
"RCP 4.5",2100,0.196415,"Cephalopoda"
"RCP 8.5",2100,4.059209e-09,"Cephalopoda"
"Status quo",2100,4.061257,"Panulirus spp."
"RCP 2.6",2100,1.978614,"Panulirus spp."
"RCP 4.5",2100,0.7531257,"Panulirus spp."
"RCP 8.5",2100,8.438214e-16,"Panulirus spp."
"Status quo",2100,15.74019,"Benthic macroinvertebrates"
"RCP 2.6",2100,13.29558,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.98403,"Benthic macroinvertebrates"
"RCP 8.5",2100,11.12923,"Benthic macroinvertebrates"
"Status quo",2100,33.31015,"Benthic microinvertebrates"
"RCP 2.6",2100,20.62462,"Benthic microinvertebrates"
"RCP 4.5",2100,19.59614,"Benthic microinvertebrates"
"RCP 8.5",2100,0.1422399,"Benthic microinvertebrates"
"Status quo",2100,0.7008191,"Siderastrea stellata"
"RCP 2.6",2100,0.6010707,"Siderastrea stellata"
"RCP 4.5",2100,0.2667879,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2517529,"Zooplankton"
"RCP 2.6",2100,0.274292,"Zooplankton"
"RCP 4.5",2100,0.2911722,"Zooplankton"
"RCP 8.5",2100,0.533455,"Zooplankton"
"Status quo",2100,0.1166942,"Phytoplankton"
"RCP 2.6",2100,0.1183176,"Phytoplankton"
"RCP 4.5",2100,0.09285349,"Phytoplankton"
"RCP 8.5",2100,0.04414375,"Phytoplankton"
"Status quo",2100,216.5457,"Digenea simplex"
"RCP 2.6",2100,211.5583,"Digenea simplex"
"RCP 4.5",2100,188.6677,"Digenea simplex"
"RCP 8.5",2100,99.07175,"Digenea simplex"
"Status quo",2100,821.6085,"Other algal turf"
"RCP 2.6",2100,761.6401,"Other algal turf"
"RCP 4.5",2100,780.9528,"Other algal turf"
"RCP 8.5",2100,519.3588,"Other algal turf"
"Status quo",2100,0.02772764,"Sea birds"
"RCP 2.6",2100,0.03365308,"Sea birds"
"RCP 4.5",2100,0.03823427,"Sea birds"
"RCP 8.5",2100,0.003643304,"Sea birds"
"Status quo",2100,0.0806446,"Turtles"
"RCP 2.6",2100,0.06171767,"Turtles"
"RCP 4.5",2100,0.04728641,"Turtles"
"RCP 8.5",2100,0.0002653569,"Turtles"
"Status quo",2100,0.1555309,"Cephalopoda"
"RCP 2.6",2100,0.3312451,"Cephalopoda"
"RCP 4.5",2100,0.144806,"Cephalopoda"
"RCP 8.5",2100,3.044608e-09,"Cephalopoda"
"Status quo",2100,3.646137,"Panulirus spp."
"RCP 2.6",2100,1.433385,"Panulirus spp."
"RCP 4.5",2100,0.8029106,"Panulirus spp."
"RCP 8.5",2100,5.952881e-09,"Panulirus spp."
"Status quo",2100,18.83807,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.56316,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.91148,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.635697,"Benthic macroinvertebrates"
"Status quo",2100,21.96727,"Benthic microinvertebrates"
"RCP 2.6",2100,32.0495,"Benthic microinvertebrates"
"RCP 4.5",2100,20.98001,"Benthic microinvertebrates"
"RCP 8.5",2100,16.46573,"Benthic microinvertebrates"
"Status quo",2100,0.7482657,"Siderastrea stellata"
"RCP 2.6",2100,0.7530999,"Siderastrea stellata"
"RCP 4.5",2100,0.2978884,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2020185,"Zooplankton"
"RCP 2.6",2100,0.2782917,"Zooplankton"
"RCP 4.5",2100,0.2715327,"Zooplankton"
"RCP 8.5",2100,0.4023685,"Zooplankton"
"Status quo",2100,0.1306896,"Phytoplankton"
"RCP 2.6",2100,0.1225678,"Phytoplankton"
"RCP 4.5",2100,0.1046018,"Phytoplankton"
"RCP 8.5",2100,0.0518568,"Phytoplankton"
"Status quo",2100,205.9235,"Digenea simplex"
"RCP 2.6",2100,216.7859,"Digenea simplex"
"RCP 4.5",2100,195.5326,"Digenea simplex"
"RCP 8.5",2100,90.25547,"Digenea simplex"
"Status quo",2100,828.0919,"Other algal turf"
"RCP 2.6",2100,764.3581,"Other algal turf"
"RCP 4.5",2100,765.4236,"Other algal turf"
"RCP 8.5",2100,483.4631,"Other algal turf"
"Status quo",2100,0.02052527,"Sea birds"
"RCP 2.6",2100,0.02127109,"Sea birds"
"RCP 4.5",2100,0.04477404,"Sea birds"
"RCP 8.5",2100,0.01006083,"Sea birds"
"Status quo",2100,0.0751465,"Turtles"
"RCP 2.6",2100,0.07079463,"Turtles"
"RCP 4.5",2100,0.03660585,"Turtles"
"RCP 8.5",2100,0.0004782352,"Turtles"
"Status quo",2100,0.2446328,"Cephalopoda"
"RCP 2.6",2100,0.1234535,"Cephalopoda"
"RCP 4.5",2100,0.2404717,"Cephalopoda"
"RCP 8.5",2100,0.1528805,"Cephalopoda"
"Status quo",2100,4.751557,"Panulirus spp."
"RCP 2.6",2100,1.056245,"Panulirus spp."
"RCP 4.5",2100,0.748096,"Panulirus spp."
"RCP 8.5",2100,5.285922e-11,"Panulirus spp."
"Status quo",2100,18.9337,"Benthic macroinvertebrates"
"RCP 2.6",2100,13.83274,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.29169,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.741507,"Benthic macroinvertebrates"
"Status quo",2100,24.0112,"Benthic microinvertebrates"
"RCP 2.6",2100,21.38509,"Benthic microinvertebrates"
"RCP 4.5",2100,19.80814,"Benthic microinvertebrates"
"RCP 8.5",2100,14.54524,"Benthic microinvertebrates"
"Status quo",2100,0.6116924,"Siderastrea stellata"
"RCP 2.6",2100,0.6128172,"Siderastrea stellata"
"RCP 4.5",2100,0.3151724,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1985406,"Zooplankton"
"RCP 2.6",2100,0.2631456,"Zooplankton"
"RCP 4.5",2100,0.3403075,"Zooplankton"
"RCP 8.5",2100,0.4029847,"Zooplankton"
"Status quo",2100,0.1158862,"Phytoplankton"
"RCP 2.6",2100,0.1136662,"Phytoplankton"
"RCP 4.5",2100,0.1005461,"Phytoplankton"
"RCP 8.5",2100,0.04958576,"Phytoplankton"
"Status quo",2100,218.0596,"Digenea simplex"
"RCP 2.6",2100,191.8197,"Digenea simplex"
"RCP 4.5",2100,184.0571,"Digenea simplex"
"RCP 8.5",2100,99.0163,"Digenea simplex"
"Status quo",2100,784.6594,"Other algal turf"
"RCP 2.6",2100,809.4896,"Other algal turf"
"RCP 4.5",2100,758.0815,"Other algal turf"
"RCP 8.5",2100,531.1274,"Other algal turf"
"Status quo",2100,0.02292136,"Sea birds"
"RCP 2.6",2100,0.03452687,"Sea birds"
"RCP 4.5",2100,0.04074689,"Sea birds"
"RCP 8.5",2100,0.001311416,"Sea birds"
"Status quo",2100,0.0894346,"Turtles"
"RCP 2.6",2100,0.08023716,"Turtles"
"RCP 4.5",2100,0.04987739,"Turtles"
"RCP 8.5",2100,0.0001809833,"Turtles"
"Status quo",2100,0.2473908,"Cephalopoda"
"RCP 2.6",2100,0.2614126,"Cephalopoda"
"RCP 4.5",2100,0.07057855,"Cephalopoda"
"RCP 8.5",2100,0.1282969,"Cephalopoda"
"Status quo",2100,3.372936,"Panulirus spp."
"RCP 2.6",2100,2.872382,"Panulirus spp."
"RCP 4.5",2100,0.5290491,"Panulirus spp."
"RCP 8.5",2100,1.297197e-11,"Panulirus spp."
"Status quo",2100,13.8368,"Benthic macroinvertebrates"
"RCP 2.6",2100,24.87282,"Benthic macroinvertebrates"
"RCP 4.5",2100,11.43128,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.192281,"Benthic macroinvertebrates"
"Status quo",2100,26.07473,"Benthic microinvertebrates"
"RCP 2.6",2100,29.12982,"Benthic microinvertebrates"
"RCP 4.5",2100,18.28954,"Benthic microinvertebrates"
"RCP 8.5",2100,9.235174,"Benthic microinvertebrates"
"Status quo",2100,0.6111679,"Siderastrea stellata"
"RCP 2.6",2100,0.6883692,"Siderastrea stellata"
"RCP 4.5",2100,0.2385696,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2797405,"Zooplankton"
"RCP 2.6",2100,0.2589342,"Zooplankton"
"RCP 4.5",2100,0.3595625,"Zooplankton"
"RCP 8.5",2100,0.3604697,"Zooplankton"
"Status quo",2100,0.1239766,"Phytoplankton"
"RCP 2.6",2100,0.1141706,"Phytoplankton"
"RCP 4.5",2100,0.1006754,"Phytoplankton"
"RCP 8.5",2100,0.05545469,"Phytoplankton"
"Status quo",2100,207.7708,"Digenea simplex"
"RCP 2.6",2100,207.248,"Digenea simplex"
"RCP 4.5",2100,194.1858,"Digenea simplex"
"RCP 8.5",2100,89.79153,"Digenea simplex"
"Status quo",2100,859.0049,"Other algal turf"
"RCP 2.6",2100,811.0429,"Other algal turf"
"RCP 4.5",2100,730.8586,"Other algal turf"
"RCP 8.5",2100,516.5419,"Other algal turf"
"Status quo",2100,0.02494714,"Sea birds"
"RCP 2.6",2100,0.03404715,"Sea birds"
"RCP 4.5",2100,0.03623382,"Sea birds"
"RCP 8.5",2100,0.002633232,"Sea birds"
"Status quo",2100,0.07169981,"Turtles"
"RCP 2.6",2100,0.07153793,"Turtles"
"RCP 4.5",2100,0.03940259,"Turtles"
"RCP 8.5",2100,0.0008697282,"Turtles"
"Status quo",2100,0.2397481,"Cephalopoda"
"RCP 2.6",2100,0.1881134,"Cephalopoda"
"RCP 4.5",2100,0.02472743,"Cephalopoda"
"RCP 8.5",2100,5.358379e-07,"Cephalopoda"
"Status quo",2100,4.361845,"Panulirus spp."
"RCP 2.6",2100,1.924843,"Panulirus spp."
"RCP 4.5",2100,0.2428867,"Panulirus spp."
"RCP 8.5",2100,1.836179e-09,"Panulirus spp."
"Status quo",2100,15.69626,"Benthic macroinvertebrates"
"RCP 2.6",2100,14.43804,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.00465,"Benthic macroinvertebrates"
"RCP 8.5",2100,5.731101,"Benthic macroinvertebrates"
"Status quo",2100,22.22804,"Benthic microinvertebrates"
"RCP 2.6",2100,17.05189,"Benthic microinvertebrates"
"RCP 4.5",2100,19.76679,"Benthic microinvertebrates"
"RCP 8.5",2100,8.355831,"Benthic microinvertebrates"
"Status quo",2100,0.7234804,"Siderastrea stellata"
"RCP 2.6",2100,0.6809753,"Siderastrea stellata"
"RCP 4.5",2100,0.2376526,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2364112,"Zooplankton"
"RCP 2.6",2100,0.2525041,"Zooplankton"
"RCP 4.5",2100,0.3626,"Zooplankton"
"RCP 8.5",2100,0.4988292,"Zooplankton"
"Status quo",2100,0.1206425,"Phytoplankton"
"RCP 2.6",2100,0.1117682,"Phytoplankton"
"RCP 4.5",2100,0.0987075,"Phytoplankton"
"RCP 8.5",2100,0.04933481,"Phytoplankton"
"Status quo",2100,217.5166,"Digenea simplex"
"RCP 2.6",2100,224.5713,"Digenea simplex"
"RCP 4.5",2100,182.7326,"Digenea simplex"
"RCP 8.5",2100,91.59122,"Digenea simplex"
"Status quo",2100,838.2767,"Other algal turf"
"RCP 2.6",2100,814.3748,"Other algal turf"
"RCP 4.5",2100,719.0251,"Other algal turf"
"RCP 8.5",2100,537.1625,"Other algal turf"
"Status quo",2100,0.01608825,"Sea birds"
"RCP 2.6",2100,0.02999531,"Sea birds"
"RCP 4.5",2100,0.02497956,"Sea birds"
"RCP 8.5",2100,0.005454509,"Sea birds"
"Status quo",2100,0.07492147,"Turtles"
"RCP 2.6",2100,0.06423386,"Turtles"
"RCP 4.5",2100,0.04300394,"Turtles"
"RCP 8.5",2100,0.0007286018,"Turtles"
"Status quo",2100,0.1635228,"Cephalopoda"
"RCP 2.6",2100,0.1702045,"Cephalopoda"
"RCP 4.5",2100,0.1329663,"Cephalopoda"
"RCP 8.5",2100,4.880136e-06,"Cephalopoda"
"Status quo",2100,6.153244,"Panulirus spp."
"RCP 2.6",2100,2.967716,"Panulirus spp."
"RCP 4.5",2100,0.4455756,"Panulirus spp."
"RCP 8.5",2100,1.86814e-09,"Panulirus spp."
"Status quo",2100,17.53256,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.35717,"Benthic macroinvertebrates"
"RCP 4.5",2100,18.4748,"Benthic macroinvertebrates"
"RCP 8.5",2100,12.07569,"Benthic macroinvertebrates"
"Status quo",2100,23.55193,"Benthic microinvertebrates"
"RCP 2.6",2100,26.30554,"Benthic microinvertebrates"
"RCP 4.5",2100,18.07258,"Benthic microinvertebrates"
"RCP 8.5",2100,9.982597,"Benthic microinvertebrates"
"Status quo",2100,0.7739234,"Siderastrea stellata"
"RCP 2.6",2100,0.7245046,"Siderastrea stellata"
"RCP 4.5",2100,0.2645915,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2795798,"Zooplankton"
"RCP 2.6",2100,0.2514956,"Zooplankton"
"RCP 4.5",2100,0.3180484,"Zooplankton"
"RCP 8.5",2100,0.4561542,"Zooplankton"
"Status quo",2100,0.1245917,"Phytoplankton"
"RCP 2.6",2100,0.1118316,"Phytoplankton"
"RCP 4.5",2100,0.09462854,"Phytoplankton"
"RCP 8.5",2100,0.04707238,"Phytoplankton"
"Status quo",2100,210.0755,"Digenea simplex"
"RCP 2.6",2100,220.9278,"Digenea simplex"
"RCP 4.5",2100,185.8258,"Digenea simplex"
"RCP 8.5",2100,85.32507,"Digenea simplex"
"Status quo",2100,795.1205,"Other algal turf"
"RCP 2.6",2100,812.3674,"Other algal turf"
"RCP 4.5",2100,740.6008,"Other algal turf"
"RCP 8.5",2100,459.0814,"Other algal turf"
"Status quo",2100,0.0333891,"Sea birds"
"RCP 2.6",2100,0.03207805,"Sea birds"
"RCP 4.5",2100,0.0248844,"Sea birds"
"RCP 8.5",2100,0.003370383,"Sea birds"
"Status quo",2100,0.07808895,"Turtles"
"RCP 2.6",2100,0.07124501,"Turtles"
"RCP 4.5",2100,0.04271893,"Turtles"
"RCP 8.5",2100,0.0006407103,"Turtles"
"Status quo",2100,0.2147108,"Cephalopoda"
"RCP 2.6",2100,0.259737,"Cephalopoda"
"RCP 4.5",2100,0.1144223,"Cephalopoda"
"RCP 8.5",2100,8.99254e-13,"Cephalopoda"
"Status quo",2100,3.934799,"Panulirus spp."
"RCP 2.6",2100,1.742551,"Panulirus spp."
"RCP 4.5",2100,0.06542014,"Panulirus spp."
"RCP 8.5",2100,2.770745e-12,"Panulirus spp."
"Status quo",2100,16.15338,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.19131,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.47081,"Benthic macroinvertebrates"
"RCP 8.5",2100,8.616321,"Benthic macroinvertebrates"
"Status quo",2100,24.69336,"Benthic microinvertebrates"
"RCP 2.6",2100,23.65666,"Benthic microinvertebrates"
"RCP 4.5",2100,19.03585,"Benthic microinvertebrates"
"RCP 8.5",2100,8.340885,"Benthic microinvertebrates"
"Status quo",2100,0.7533789,"Siderastrea stellata"
"RCP 2.6",2100,0.6576863,"Siderastrea stellata"
"RCP 4.5",2100,0.3122742,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1932761,"Zooplankton"
"RCP 2.6",2100,0.3160945,"Zooplankton"
"RCP 4.5",2100,0.3032606,"Zooplankton"
"RCP 8.5",2100,0.424976,"Zooplankton"
"Status quo",2100,0.122693,"Phytoplankton"
"RCP 2.6",2100,0.1095121,"Phytoplankton"
"RCP 4.5",2100,0.09988575,"Phytoplankton"
"RCP 8.5",2100,0.04846705,"Phytoplankton"
"Status quo",2100,218.1361,"Digenea simplex"
"RCP 2.6",2100,204.2716,"Digenea simplex"
"RCP 4.5",2100,195.3235,"Digenea simplex"
"RCP 8.5",2100,91.13321,"Digenea simplex"
"Status quo",2100,761.9947,"Other algal turf"
"RCP 2.6",2100,771.366,"Other algal turf"
"RCP 4.5",2100,732.5203,"Other algal turf"
"RCP 8.5",2100,511.8857,"Other algal turf"
"Status quo",2100,0.02973355,"Sea birds"
"RCP 2.6",2100,0.03683789,"Sea birds"
"RCP 4.5",2100,0.02550421,"Sea birds"
"RCP 8.5",2100,2.898011e-08,"Sea birds"
"Status quo",2100,0.07200454,"Turtles"
"RCP 2.6",2100,0.06748851,"Turtles"
"RCP 4.5",2100,0.03841596,"Turtles"
"RCP 8.5",2100,0.0001088415,"Turtles"
"Status quo",2100,0.2466817,"Cephalopoda"
"RCP 2.6",2100,0.1534012,"Cephalopoda"
"RCP 4.5",2100,0.1167471,"Cephalopoda"
"RCP 8.5",2100,1.636601e-08,"Cephalopoda"
"Status quo",2100,2.905269,"Panulirus spp."
"RCP 2.6",2100,2.470868,"Panulirus spp."
"RCP 4.5",2100,0.8088415,"Panulirus spp."
"RCP 8.5",2100,4.427371e-18,"Panulirus spp."
"Status quo",2100,15.24349,"Benthic macroinvertebrates"
"RCP 2.6",2100,12.81008,"Benthic macroinvertebrates"
"RCP 4.5",2100,19.49037,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.977553,"Benthic macroinvertebrates"
"Status quo",2100,18.2959,"Benthic microinvertebrates"
"RCP 2.6",2100,28.12924,"Benthic microinvertebrates"
"RCP 4.5",2100,19.05891,"Benthic microinvertebrates"
"RCP 8.5",2100,4.96267,"Benthic microinvertebrates"
"Status quo",2100,0.6750117,"Siderastrea stellata"
"RCP 2.6",2100,0.7463843,"Siderastrea stellata"
"RCP 4.5",2100,0.2408253,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2125378,"Zooplankton"
"RCP 2.6",2100,0.2765223,"Zooplankton"
"RCP 4.5",2100,0.2836067,"Zooplankton"
"RCP 8.5",2100,0.6401505,"Zooplankton"
"Status quo",2100,0.1200738,"Phytoplankton"
"RCP 2.6",2100,0.1209411,"Phytoplankton"
"RCP 4.5",2100,0.1073331,"Phytoplankton"
"RCP 8.5",2100,0.04331855,"Phytoplankton"
"Status quo",2100,191.4171,"Digenea simplex"
"RCP 2.6",2100,203.7919,"Digenea simplex"
"RCP 4.5",2100,196.3111,"Digenea simplex"
"RCP 8.5",2100,87.77267,"Digenea simplex"
"Status quo",2100,825.638,"Other algal turf"
"RCP 2.6",2100,859.4231,"Other algal turf"
"RCP 4.5",2100,781.9726,"Other algal turf"
"RCP 8.5",2100,461.6509,"Other algal turf"
"Status quo",2100,0.02671301,"Sea birds"
"RCP 2.6",2100,0.02233665,"Sea birds"
"RCP 4.5",2100,0.02675243,"Sea birds"
"RCP 8.5",2100,0.001926812,"Sea birds"
"Status quo",2100,0.08649361,"Turtles"
"RCP 2.6",2100,0.06960861,"Turtles"
"RCP 4.5",2100,0.03736701,"Turtles"
"RCP 8.5",2100,0.0004177242,"Turtles"
"Status quo",2100,0.1599067,"Cephalopoda"
"RCP 2.6",2100,0.3365221,"Cephalopoda"
"RCP 4.5",2100,0.2588534,"Cephalopoda"
"RCP 8.5",2100,8.632682e-05,"Cephalopoda"
"Status quo",2100,4.051651,"Panulirus spp."
"RCP 2.6",2100,2.397611,"Panulirus spp."
"RCP 4.5",2100,0.8716779,"Panulirus spp."
"RCP 8.5",2100,1.114093e-10,"Panulirus spp."
"Status quo",2100,17.4749,"Benthic macroinvertebrates"
"RCP 2.6",2100,20.35737,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.55583,"Benthic macroinvertebrates"
